Sensor,Sensor ID,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm
Southern Cross Station,9,18,7,6,4,7,53,321,1123,3075,1911,771,625,1247,962,769,1054,2207,2711,1006,345,183,131,100,60
Victoria Point,10,6,2,1,1,1,7,31,124,244,190,115,141,303,217,144,170,245,247,130,82,56,44,36,31
Waterfront City,11,8,3,1,1,0,4,25,51,61,50,53,62,99,88,73,70,82,101,87,88,94,62,34,17
New Quay,12,27,11,7,3,4,15,72,150,227,204,187,209,339,333,257,255,302,407,425,382,344,264,166,96
Sandridge Bridge,14,65,24,12,9,23,73,205,378,799,461,338,387,471,491,486,563,787,1175,709,429,385,428,377,221
Collins Place (South),17,28,14,8,10,16,69,176,498,1451,955,663,667,1338,1258,756,653,677,991,548,279,211,167,199,80
Collins Place (North),18,2,1,0,0,0,5,57,333,1256,751,429,392,499,506,426,436,585,666,248,87,34,18,19,8
Chinatown-Swanston St (North),19,135,79,43,23,13,14,27,48,113,180,314,527,905,968,883,852,846,1050,1202,1160,1068,890,576,336
Chinatown-Lt Bourke St (South),20,50,34,22,15,10,14,24,57,115,126,196,314,587,545,426,421,423,605,804,777,655,606,438,248
Bourke St-Russell St (West),21,96,56,34,20,10,15,43,87,174,179,255,399,802,776,588,545,583,713,726,691,601,499,395,251
Flinders St-Elizabeth St (East),22,152,78,52,35,34,95,396,871,1941,1487,1343,1594,2154,2299,2153,2278,2626,3294,2491,1791,1557,1425,1044,508
Spencer St-Collins St (South),23,40,20,12,13,10,46,183,523,1286,790,494,535,1028,869,571,596,863,1189,633,383,288,241,194,106
Spencer St-Collins St (North),24,131,50,34,29,30,162,507,1202,2454,1615,1152,1179,1556,1551,1460,1724,2477,3022,1793,1097,814,796,660,450
Melbourne Convention Exhibition Centre,25,56,31,15,8,10,34,184,406,704,571,633,800,1099,1181,1182,1237,1343,1487,1151,604,535,484,376,178
QV Market-Elizabeth St (West),26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QV Market-Peel St,27,21,12,6,6,4,12,31,75,147,149,180,220,277,274,225,208,175,213,194,141,122,106,79,45
The Arts Centre,28,36,15,13,20,25,60,252,465,906,731,814,1032,1303,1279,1254,1300,1363,1567,1288,955,435,852,511,145
St Kilda Rd-Alexandra Gardens,29,36,24,12,6,16,74,132,236,311,253,306,416,530,543,518,535,554,694,670,491,380,340,306,148
Lonsdale St (South),30,181,128,81,66,41,36,43,92,195,224,294,428,767,741,607,587,638,804,837,747,695,637,499,366
Lygon St (West),31,24,14,9,10,9,13,22,64,125,147,190,213,319,331,276,255,254,305,354,389,396,337,219,95
Southbank,35,209,74,39,24,31,135,603,1247,2590,1608,1237,1501,2455,2404,1980,2007,2494,3585,2887,2080,1754,1573,1291,680
Queen St (West),36,25,12,7,6,9,20,60,157,404,344,315,377,733,637,461,377,427,595,442,275,239,236,160,106
Lygon St (East),37,31,13,8,7,10,9,12,33,93,100,119,150,267,264,191,172,182,216,143,51,43,93,97,76
Alfred Place,39,7,3,2,1,2,8,34,97,228,211,176,180,414,343,212,169,178,224,157,79,50,36,34,23
Lonsdale St-Spring St (West),40,19,9,5,4,4,16,67,181,553,436,394,442,773,642,439,340,400,522,399,270,178,163,219,57
Grattan St-Swanston St (West),42,20,9,5,3,2,6,32,61,216,230,267,319,471,448,357,342,360,383,268,168,116,96,65,36
Monash Rd-Swanston St (West),43,24,7,3,1,2,5,30,76,226,255,239,271,394,377,341,368,414,474,347,213,152,122,67,34
Tin Alley-Swanston St (West),44,10,3,1,0,0,2,14,42,99,98,110,119,170,166,139,138,149,171,118,70,59,40,25,13
Little Collins St-Swanston St (East),45,100,51,29,24,24,43,97,277,647,604,699,962,1487,1575,1362,1316,1406,1755,1427,1152,1043,878,608,301
Flinders La-Swanston St (West),41,193,99,66,57,71,131,374,637,1345,1307,1364,1655,2098,2151,2063,2046,2196,2514,2015,1423,1200,1094,827,483
Pelham St (South),46,8,3,2,1,1,3,21,40,134,147,133,151,262,252,177,162,206,199,138,91,63,43,26,16
Melbourne Central-Elizabeth St (East),47,143,83,51,35,38,81,221,387,919,852,935,1235,1751,1893,1711,1758,1939,2247,1741,1306,1107,903,595,351
QVM-Queen St (East),48,24,13,8,6,5,16,61,126,257,297,393,498,656,659,563,465,307,314,288,221,192,168,113,56
QVM-Therry St (South),49,105,78,54,40,36,43,90,156,309,379,509,662,888,874,718,595,452,486,477,379,332,293,217,168
Faraday St-Lygon St (West),50,19,4,4,5,5,8,19,48,122,187,249,313,429,406,366,345,342,399,421,384,368,274,140,44
QVM-Franklin St (North),51,30,21,12,12,9,18,32,55,117,137,170,201,279,264,228,199,182,196,172,150,125,106,74,47
Elizabeth St-Lonsdale St (South),52,42,29,20,11,7,14,45,157,429,355,342,457,793,822,704,660,671,814,707,649,551,434,242,145
Collins St (North),53,34,16,8,7,7,15,68,234,630,709,859,1138,1656,1620,1373,1203,1156,1227,852,489,380,364,240,111
Lincoln-Swanston (West),54,48,28,15,9,9,13,29,65,250,211,242,270,363,400,364,385,419,508,399,298,252,219,148,94
Lonsdale St - Elizabeth St (North),56,60,35,23,12,9,17,47,122,271,318,355,428,659,716,601,548,595,744,699,606,548,465,292,148
Bourke St Bridge,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourke St - Spencer St (North),58,118,61,41,16,18,90,250,752,1724,1178,868,919,1218,1232,971,1059,1567,1859,1096,711,499,461,400,279
RMIT Building 80,59,96,56,32,21,16,36,125,276,914,993,1198,1371,1895,1713,1836,1610,1807,1762,1347,978,768,560,377,236
RMIT Building 14,61,77,48,27,16,15,39,100,277,729,709,768,868,1200,1141,1074,1040,1137,1228,1005,799,655,530,345,185
Elizabeth St-La Trobe St (East),55,48,28,3,1,1,1,6,10,23,71,127,182,244,269,262,282,309,362,327,261,213,168,125,72
La Trobe St (North),62,109,62,46,29,22,31,120,109,211,241,328,354,453,477,481,441,461,490,482,441,386,322,256,165
231 Bourke St,63,60,32,27,13,8,15,62,152,322,332,408,537,984,971,713,676,713,820,652,542,455,361,245,135
Royal Pde - Grattan St,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swanston St - City Square,65,45,24,22,14,27,38,100,307,756,598,508,648,849,881,853,858,1034,1350,906,620,474,403,349,157
State Library- New,66,118,64,36,20,23,37,91,281,719,763,960,1391,2160,2364,2345,2477,2703,3020,2475,2053,1813,1377,794,342
Flinders Ln -Degraves St (South),67,35,16,11,8,7,22,142,279,589,749,726,812,1163,1139,940,888,867,1011,791,651,578,434,261,115
Flinders Ln -Degraves St (North),68,2,1,0,0,0,2,23,94,238,310,335,382,631,580,433,388,332,317,254,198,142,99,48,21
Flinders Ln -Degraves St (Crossing),69,3,2,1,2,4,5,27,107,274,288,318,384,518,504,407,352,302,294,162,83,61,40,19,6
Errol Street (East),70,6,4,3,1,1,4,19,61,145,157,187,236,332,316,248,276,278,323,362,336,255,187,179,30
Westwood Place,71,9,7,7,14,5,11,15,33,43,54,51,51,59,39,25,24,32,60,54,30,18,12,14,11
Flinders St- ACMI,72,41,19,11,7,10,37,108,255,826,492,411,454,583,564,577,528,780,1188,845,496,379,329,340,192
Bourke St - Spencer St (South),73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring St- Flinders St (West),75,3,1,0,0,1,10,41,71,131,89,84,91,139,138,111,103,121,167,131,70,39,25,34,11
Macaulay Rd-Bellair St,76,1,0,0,0,0,4,24,62,139,116,104,118,139,116,89,124,121,133,103,71,41,24,11,4
Harbour Esplanade (West) - Pedestrian Path,77,17,8,3,2,3,14,59,165,279,189,155,174,270,248,199,240,281,382,311,234,189,127,84,61
Harbour Esplanade (West) - Bike Path,78,7,3,2,1,1,2,13,55,137,84,68,70,88,86,91,112,157,182,94,50,27,17,19,19
Flinders St (South),79,111,47,26,25,26,66,184,385,924,738,658,763,882,911,886,897,1046,1289,1007,657,564,577,546,341
Elizabeth St - Flinders St (East) - New footpath,84,152,78,52,35,34,95,396,871,1941,1487,1343,1594,2154,2299,2153,2278,2626,3294,2491,1791,1557,1425,1044,508
Macaulay Rd (North),85,2,0,0,0,1,7,46,91,175,157,137,160,221,155,122,180,145,179,152,104,55,33,19,11
Queensberry St - Errol St (South),86,2,1,1,0,0,3,14,40,76,71,83,93,151,139,97,101,97,110,111,93,74,44,25,9
Errol St (West),87,7,4,3,1,3,8,27,71,156,126,178,193,311,267,183,205,177,209,210,174,128,67,36,21
Flagstaff station (East),88,22,12,6,4,4,10,32,87,233,197,180,184,273,340,213,187,221,284,198,145,126,110,80,49
William St - Little Lonsdale St (West),89,40,20,12,8,10,69,220,689,2105,1085,585,482,699,824,536,522,834,1154,493,300,210,193,138,85
La Trobe St - William St (South),90,39,18,10,6,7,29,101,275,708,442,270,251,405,405,325,351,516,591,333,217,197,178,129,86
114 Flinders St,91,43,19,11,6,5,19,66,187,572,394,289,312,491,466,384,393,529,817,617,374,263,238,315,189
Birrarung Marr East - Batman Ave Bridge Entry,92,0,0,0,0,0,0,7,26,33,18,20,22,47,54,30,27,32,51,36,18,10,1,2,0
474 Flinders St,141,56,30,19,15,15,21,46,106,244,232,240,250,364,355,282,265,286,342,274,199,184,179,165,123
Hamer Hall - River Side,142,10,4,2,1,2,13,147,355,433,341,417,536,911,890,660,584,649,822,811,628,376,185,120,46
Cnr Bourke St and Harbour Esplanade,137,0,0,0,0,0,0,9,57,124,97,43,59,135,94,69,106,162,133,43,25,13,7,5,2
Flinders Walk - Sandridge Bridge,139,8,3,1,1,1,3,27,137,443,172,85,95,131,148,110,107,177,283,134,73,57,41,32,22
Birrarung Marr - Federation Bridge,136,1,0,0,0,0,4,53,182,294,219,159,155,213,271,241,184,277,393,513,201,47,26,130,29
Boyd Park,140,0,0,0,0,0,1,23,104,214,136,124,124,147,140,130,162,193,200,125,81,33,1,2,1
I-Hub 892 Bourke Street,130,0,0,0,0,0,0,3,12,23,43,59,64,112,92,66,57,56,63,45,26,19,6,2,1
510 Elizabeth St,83,0,0,0,0,0,0,0,0,0,0,2,3,8,6,4,3,2,3,3,5,1,2,0,0
512 Elizabeth St,82,0,0,0,0,0,0,0,0,0,0,3,6,9,7,8,7,5,3,1,1,0,1,0,0
514 Elizabeth St,158,0,0,0,0,0,0,0,0,0,1,1,1,2,5,3,3,4,5,11,9,8,2,1,0
516 Elizabeth St,159,0,0,2,0,0,0,0,1,0,2,8,6,7,10,9,6,5,5,2,3,2,0,0,0
I-Hub Corner of King Street and Latrobe Street,132,54,32,16,9,8,15,42,104,255,211,247,254,357,363,275,272,287,330,301,243,216,201,155,105
Total,,4384,2274,1379,976,983,2560,8823,21174,49666,39178,36914,44929,66762,66857,58151,58146,66466,80463,61269,44290,36075,31355,23230,12420
