Sensor,Sensor ID,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm
Lygon St (East),37,25,11,6,5,6,10,14,36,94,106,124,154,253,250,185,169,173,208,132,64,48,69,67,43
Alfred Place,39,5,2,1,1,1,8,31,94,228,213,173,187,449,368,198,168,168,211,126,65,44,29,23,17
Lonsdale St-Spring St (West),40,9,6,3,3,3,16,68,195,600,437,438,448,803,655,459,342,390,465,332,178,148,166,87,39
Grattan St-Swanston St (West),42,12,7,3,2,3,6,31,57,217,233,265,308,457,412,338,327,351,370,265,169,115,84,59,29
Monash Rd-Swanston St (West),43,10,4,2,1,1,6,30,75,222,281,251,266,374,340,325,321,436,502,332,221,141,98,62,26
Tin Alley-Swanston St (West),44,3,1,0,0,0,2,14,41,99,110,120,127,164,157,143,133,159,188,106,78,46,34,22,10
Little Collins St-Swanston St (East),45,67,37,19,17,17,38,94,273,631,578,666,870,1408,1502,1265,1220,1303,1582,1202,1007,893,700,471,281
Flinders La-Swanston St (West),41,143,85,62,53,57,131,377,671,1421,1328,1322,1588,2056,2063,1978,1939,2114,2417,1767,1281,1013,874,735,442
Pelham St (South),46,7,4,1,1,1,3,21,45,140,155,141,142,258,245,176,162,192,205,155,101,71,44,24,14
Melbourne Central-Elizabeth St (East),47,113,74,41,30,33,71,232,405,939,821,883,1142,1684,1826,1610,1671,1843,2168,1619,1168,901,694,493,287
QVM-Queen St (East),48,18,12,9,5,5,15,66,136,264,299,410,513,649,654,560,456,292,308,263,200,171,140,87,38
QVM-Therry St (South),49,95,72,54,38,30,43,89,150,301,371,519,658,880,867,695,569,444,485,473,380,324,274,204,157
Faraday St-Lygon St (West),50,10,6,3,4,6,9,25,56,123,195,248,321,419,415,353,325,325,357,365,330,301,215,95,29
QVM-Franklin St (North),51,25,18,10,9,7,14,30,54,116,144,170,209,266,258,222,189,179,194,167,146,112,95,68,48
Elizabeth St-Lonsdale St (South),52,31,21,13,7,5,18,45,163,441,355,335,445,777,810,701,632,627,772,649,542,433,339,181,103
Collins St (North),53,25,13,8,7,6,16,64,231,627,694,817,1025,1537,1528,1269,1067,1021,1066,639,410,309,307,168,83
Lincoln-Swanston (West),54,46,27,15,9,8,14,29,64,266,229,249,271,364,374,356,384,465,513,422,315,254,200,133,78
Lonsdale St - Elizabeth St (North),56,45,30,20,11,9,19,48,121,273,307,348,432,663,709,582,549,585,747,700,605,516,425,247,121
Bourke St Bridge,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourke St - Spencer St (North),58,88,46,36,13,17,96,259,797,1770,1155,795,835,1148,1157,893,1029,1593,1892,1021,593,451,400,334,249
RMIT Building 80,59,82,51,26,14,15,35,128,285,984,1094,1247,1492,1998,1879,1831,1724,1919,1829,1432,1013,758,513,343,204
RMIT Building 14,61,65,39,19,12,11,37,100,275,767,755,815,892,1233,1157,1089,1075,1150,1228,989,789,611,448,290,151
Elizabeth St-La Trobe St (East),55,37,25,0,0,0,0,0,0,0,52,142,162,241,253,237,264,317,376,329,257,206,175,121,68
La Trobe St (North),62,87,55,37,22,16,29,118,113,208,236,317,341,438,463,459,430,473,511,487,442,370,290,221,148
231 Bourke St,63,40,23,17,9,7,15,61,160,324,323,406,515,962,953,654,614,632,708,532,440,374,263,152,92
Royal Pde - Grattan St,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swanston St - City Square,65,57,29,20,17,15,35,105,311,751,549,481,572,758,806,798,780,963,1252,769,501,379,305,220,102
State Library- New,66,97,54,25,16,17,35,98,286,734,779,967,1390,2140,2342,2235,2364,2648,2923,2377,1949,1605,1160,664,309
Flinders Ln -Degraves St (South),67,23,12,8,6,6,24,141,284,590,742,690,781,1163,1113,921,878,832,945,731,552,429,314,195,74
Flinders Ln -Degraves St (North),68,1,0,0,0,0,1,18,92,234,300,299,363,616,544,402,358,308,310,248,180,131,80,37,14
Flinders Ln -Degraves St (Crossing),69,2,1,1,2,2,5,25,106,278,276,295,352,503,469,386,325,274,266,132,87,67,40,18,6
Errol Street (East),70,5,4,2,2,2,5,20,66,149,157,185,223,316,312,240,263,269,336,361,335,216,176,182,24
Westwood Place,71,6,5,4,6,4,14,22,33,55,67,62,57,68,43,30,25,33,48,41,21,15,13,12,11
Flinders St- ACMI,72,32,19,7,5,5,25,101,267,825,456,350,407,550,510,497,468,737,1144,625,335,254,217,217,145
Bourke St - Spencer St (South),73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring St- Flinders St (West),75,3,0,0,0,0,9,41,71,141,90,75,79,136,131,99,97,111,169,102,60,41,28,19,12
Macaulay Rd-Bellair St,76,1,0,0,0,0,5,27,63,130,114,101,111,138,110,93,128,117,136,101,60,35,21,11,4
Harbour Esplanade (West) - Pedestrian Path,77,14,7,3,1,3,14,61,173,279,185,143,155,264,235,182,237,298,422,365,318,263,176,134,77
Harbour Esplanade (West) - Bike Path,78,6,3,1,1,1,2,13,62,147,80,65,71,89,90,89,117,179,222,107,69,63,49,65,67
Flinders St (South),79,78,36,24,22,21,57,188,389,922,682,608,687,833,865,839,857,989,1236,863,606,498,490,424,278
Elizabeth St - Flinders St (East) - New footpath,84,115,64,35,31,29,96,402,908,1966,1465,1284,1501,2155,2250,2074,2208,2599,3296,2393,1741,1445,1276,925,508
Macaulay Rd (North),85,2,0,0,0,1,8,42,96,170,155,133,147,203,147,117,186,142,179,154,85,51,28,16,8
Queensberry St - Errol St (South),86,2,1,1,0,0,2,16,38,66,72,76,96,145,133,91,101,97,110,115,99,66,42,27,7
Errol St (West),87,5,3,2,1,2,9,29,72,156,126,173,197,307,260,185,201,180,203,213,180,116,62,33,17
Flagstaff station (East),88,18,10,5,3,3,10,31,96,238,206,173,180,281,364,219,185,215,286,200,141,129,123,74,49
William St - Little Lonsdale St (West),89,33,16,10,7,8,70,235,741,2237,1132,567,480,718,849,538,510,857,1222,489,285,207,191,126,88
La Trobe St - William St (South),90,31,17,8,5,6,27,110,308,762,462,276,267,430,454,350,387,556,630,333,212,203,178,125,98
114 Flinders St,91,30,16,7,4,4,15,61,192,558,357,255,271,459,430,334,349,483,752,467,290,230,201,206,125
Birrarung Marr East - Batman Ave Bridge Entry,92,0,0,0,0,0,0,6,29,31,17,16,20,53,55,30,25,28,40,29,28,26,8,3,2
474 Flinders St,141,45,25,13,11,10,19,42,98,247,215,227,240,385,344,272,254,256,308,225,180,163,158,118,101
Hamer Hall - River Side,142,8,3,2,1,1,11,141,341,421,314,384,497,896,871,615,538,604,771,670,603,425,154,79,33
Cnr Bourke St and Harbour Esplanade,137,1,0,0,0,0,0,12,71,143,98,47,63,138,95,72,124,186,149,48,30,19,10,10,8
Flinders Walk - Sandridge Bridge,139,6,2,0,0,0,2,27,148,457,167,80,89,135,149,109,112,188,309,136,79,54,45,31,17
Birrarung Marr - Federation Bridge,136,1,0,0,0,0,4,50,180,292,158,109,114,165,147,116,133,221,336,198,129,48,15,35,18
Boyd Park,140,0,0,0,0,0,1,25,109,237,147,124,128,149,150,138,175,197,218,133,88,39,1,1,0
I-Hub 892 Bourke Street,130,0,0,0,0,0,0,4,12,23,39,59,61,115,96,64,56,60,60,45,28,23,7,3,2
510 Elizabeth St,83,0,0,0,0,0,0,0,0,0,0,0,1,5,3,6,3,3,3,6,9,2,3,0,0
I-Hub Corner of King Street and Latrobe Street,132,42,26,14,8,8,15,43,106,247,215,249,253,337,344,276,276,296,343,316,261,221,216,156,122
Total,,3250,1826,1045,765,794,2464,8889,21970,50818,38559,35438,42521,64962,64727,54989,55432,64460,78460,55498,39997,32313,26236,18642,10787
