Sensor,Sensor ID,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm
Victoria Point,10,20,7,3,3,3,3,5,27,42,66,103,90,85,76,78,83,90,79,99,76,57,39,29,41
Waterfront City,11,19,6,3,2,0,1,9,125,56,82,121,142,154,157,165,164,151,155,130,120,115,75,38,20
New Quay,12,87,30,15,11,6,9,29,221,153,250,372,454,540,474,516,561,556,519,595,565,454,326,193,129
Sandridge Bridge,14,272,162,100,64,49,55,70,94,148,240,357,426,446,471,517,529,515,526,488,395,369,389,319,195
Collins Place (South),17,59,32,20,15,14,17,27,62,103,161,224,256,343,270,288,309,268,247,216,167,143,119,82,56
Collins Place (North),18,8,3,2,1,0,0,3,17,36,65,95,134,154,129,154,130,115,78,52,30,16,13,7,5
Chinatown-Swanston St (North),19,466,311,180,126,56,30,20,26,58,150,365,672,1077,1247,1248,1208,1105,1156,1205,1182,1012,795,484,258
Chinatown-Lt Bourke St (South),20,654,399,234,174,108,48,23,35,56,118,281,452,672,717,633,659,552,623,725,746,648,552,270,131
Bourke St-Russell St (West),21,470,347,217,169,76,41,35,42,70,128,248,441,653,758,756,717,681,664,642,661,561,447,298,192
Flinders St-Elizabeth St (East),22,509,374,249,170,110,98,156,267,474,879,1288,1654,1856,2119,2210,2209,2161,1981,1713,1492,1273,1087,807,410
Spencer St-Collins St (South),23,99,66,42,35,23,28,43,84,158,264,347,351,351,335,345,335,351,309,291,263,227,200,127,79
Spencer St-Collins St (North),24,398,201,114,94,73,82,138,264,427,657,867,986,1037,1001,1063,1099,1128,1041,987,781,658,577,493,388
Melbourne Convention Exhibition Centre,25,235,136,61,37,23,24,85,371,426,678,1071,1413,1477,1563,1681,1678,1575,1383,1159,609,523,416,292,150
QV Market-Elizabeth St (West),26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QV Market-Peel St,27,41,27,18,16,10,14,21,34,95,213,304,410,437,472,401,329,254,166,147,121,97,83,57,38
The Arts Centre,28,108,49,34,28,16,27,67,103,204,458,949,1370,1847,1974,2112,1915,1682,1036,616,530,421,305,231,102
St Kilda Rd-Alexandra Gardens,29,102,55,36,25,14,17,61,151,371,410,537,765,906,1066,1181,1099,946,798,657,609,516,440,325,120
Lonsdale St (South),30,676,539,356,330,222,150,98,86,119,199,339,495,697,812,805,801,746,715,738,693,631,564,405,315
Lygon St (West),31,158,56,23,16,10,11,13,30,67,120,189,278,350,407,498,482,441,433,478,528,520,424,259,111
Southbank,35,924,454,215,115,62,75,179,475,802,1344,1703,2132,2337,2452,2687,2707,2726,2564,2395,2105,1849,1505,1071,599
Queen St (West),36,282,232,191,147,45,27,29,36,66,130,175,188,192,193,204,193,181,171,163,147,130,107,77,48
Lygon St (East),37,123,44,20,14,6,8,10,18,40,72,110,132,132,81,27,18,17,17,20,27,50,116,122,93
Alfred Place,39,24,13,7,7,3,4,9,29,61,107,118,93,83,85,93,89,86,81,74,53,42,28,17,15
Lonsdale St-Spring St (West),40,64,37,22,15,10,9,18,32,72,120,174,278,420,303,376,305,257,221,207,150,123,153,60,34
Grattan St-Swanston St (West),42,19,11,8,6,3,3,6,12,23,46,69,93,128,134,138,126,116,109,82,66,58,51,40,25
Monash Rd-Swanston St (West),43,20,13,6,6,1,1,5,15,36,70,82,109,122,130,132,137,141,131,92,79,61,48,45,26
Tin Alley-Swanston St (West),44,9,5,3,2,0,0,3,10,26,48,58,74,80,81,80,85,88,79,45,37,29,20,19,11
Little Collins St-Swanston St (East),45,454,313,204,152,77,68,89,105,173,362,659,1102,1796,2000,2084,1844,1558,1343,1138,1043,905,730,407,215
Flinders La-Swanston St (West),41,664,435,299,221,137,147,168,196,357,698,1154,1679,2161,2343,2276,2195,2041,1775,1446,1260,1086,1013,726,454
Pelham St (South),46,11,8,4,2,1,1,5,11,19,35,52,64,78,91,94,91,94,91,82,66,46,30,23,13
Melbourne Central-Elizabeth St (East),47,413,270,180,144,84,84,124,169,303,641,1005,1323,1684,2204,2067,1958,1837,1626,1334,1141,861,638,461,277
QVM-Queen St (East),48,51,33,24,19,15,20,41,73,164,375,613,846,964,1004,941,837,584,287,229,192,158,129,87,41
QVM-Therry St (South),49,156,122,90,74,58,56,62,113,231,456,717,973,1134,1148,1016,887,608,418,386,353,311,253,196,153
Faraday St-Lygon St (West),50,60,18,7,6,4,8,12,21,51,138,292,410,485,522,548,543,474,412,421,381,345,235,115,32
QVM-Franklin St (North),51,44,31,22,22,14,16,22,33,75,145,222,277,317,332,312,287,230,188,185,166,127,103,70,48
Elizabeth St-Lonsdale St (South),52,380,271,146,111,59,31,23,32,66,145,291,422,578,695,719,677,625,589,530,489,393,274,175,102
Collins St (North),53,130,79,55,35,15,14,24,55,135,336,643,947,1116,1116,1156,1096,891,633,408,335,280,226,130,79
Lincoln-Swanston (West),54,72,44,33,29,15,12,15,26,49,83,122,161,217,268,293,278,257,249,226,224,192,163,115,69
Lonsdale St - Elizabeth St (North),56,239,185,126,113,76,62,38,62,109,259,407,504,612,742,729,679,649,668,670,641,537,428,254,133
Bourke St Bridge,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourke St - Spencer St (North),58,259,158,103,55,41,46,84,134,254,452,671,837,854,764,785,820,883,779,749,559,431,362,304,252
RMIT Building 80,59,216,153,109,104,43,32,32,60,143,292,483,681,1012,1208,1243,1113,958,867,776,681,513,431,300,183
RMIT Building 14,61,155,95,75,68,32,29,43,78,159,318,480,622,801,932,935,859,801,718,637,583,452,369,248,145
Elizabeth St-La Trobe St (East),55,88,58,9,2,1,0,1,3,5,64,153,193,244,319,313,293,284,271,267,240,194,153,113,67
La Trobe St (North),62,147,90,64,55,42,32,40,42,65,125,205,258,340,418,425,398,395,385,367,347,302,250,199,135
231 Bourke St,63,309,247,167,132,43,23,26,46,90,198,332,480,572,770,778,693,594,501,452,403,317,235,159,104
Royal Pde - Grattan St,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swanston St - City Square,65,218,136,94,67,37,33,49,74,133,278,464,732,1123,1154,1289,1238,1029,866,636,491,363,336,174,109
State Library- New,66,460,312,199,184,60,44,60,82,157,430,912,1629,2350,2929,3076,3020,2815,2589,2089,1837,1483,1121,607,272
Flinders Ln -Degraves St (South),67,165,98,56,42,21,15,30,82,194,402,608,739,792,774,842,842,790,670,573,477,362,283,152,68
Flinders Ln -Degraves St (North),68,13,4,2,1,0,0,6,34,103,204,307,402,387,401,409,380,319,252,200,167,117,71,32,12
Flinders Ln -Degraves St (Crossing),69,16,8,6,4,4,3,8,25,89,221,370,453,464,458,449,401,310,197,90,67,48,30,10,3
Errol Street (East),70,16,9,4,3,3,3,8,15,61,127,181,226,262,263,252,259,243,249,282,238,172,154,35,11
Westwood Place,71,11,12,8,7,7,5,5,6,7,10,11,14,19,15,12,20,21,16,17,11,8,8,6,10
Flinders St- ACMI,72,169,71,33,23,14,18,35,74,146,226,314,513,578,610,664,675,662,543,424,349,275,229,234,176
Bourke St - Spencer St (South),73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring St- Flinders St (West),75,8,4,3,2,2,3,22,30,39,65,74,88,99,86,94,93,103,79,83,48,26,13,15,11
Macaulay Rd-Bellair St,76,4,2,1,1,1,1,3,14,44,84,107,109,98,85,82,82,81,75,60,44,27,13,8,2
Harbour Esplanade (West) - Pedestrian Path,77,35,19,8,6,3,5,22,193,135,191,270,314,359,305,315,381,354,286,277,248,208,144,102,83
Harbour Esplanade (West) - Bike Path,78,12,8,5,4,2,3,12,99,103,138,153,154,142,130,125,130,119,81,75,66,38,22,24,28
Flinders St (South),79,393,246,171,131,86,73,107,162,205,403,630,843,952,989,1054,993,959,837,720,606,538,490,411,304
Elizabeth St - Flinders St (East) - New footpath,84,509,374,249,170,110,98,156,267,474,879,1288,1654,1856,2119,2210,2209,2161,1981,1713,1492,1273,1087,807,410
Macaulay Rd (North),85,11,4,1,1,1,2,4,17,69,116,158,184,174,153,135,123,109,108,91,70,40,18,10,6
Queensberry St - Errol St (South),86,7,3,1,1,3,3,7,16,40,81,76,97,105,99,99,89,84,75,79,61,49,31,11,4
Errol St (West),87,19,10,4,2,2,4,8,18,58,120,168,204,207,194,176,147,137,131,137,98,62,38,24,11
Flagstaff station (East),88,51,30,20,16,10,10,15,29,52,97,125,150,164,174,171,156,147,131,118,104,88,72,59,41
William St - Little Lonsdale St (West),89,80,48,30,26,16,14,22,44,92,140,164,182,190,205,205,183,182,175,168,148,129,116,88,71
La Trobe St - William St (South),90,74,48,28,21,15,11,18,31,57,104,128,148,178,183,194,188,184,164,174,167,146,133,102,91
114 Flinders St,91,152,80,40,20,11,16,29,68,117,210,285,348,392,387,403,419,465,394,414,310,241,208,226,196
Birrarung Marr East - Batman Ave Bridge Entry,92,0,0,0,0,0,0,2,9,19,24,23,26,31,29,34,40,46,41,38,27,13,3,1,1
474 Flinders St,141,181,140,111,93,63,56,47,65,96,193,282,303,309,332,337,310,303,240,218,192,168,159,133,115
Hamer Hall - River Side,142,74,34,16,7,3,7,60,303,465,675,779,969,1118,1108,1168,1121,1085,866,716,650,468,214,125,64
Cnr Bourke St and Harbour Esplanade,137,2,1,0,0,0,0,1,12,13,23,30,26,33,29,27,40,36,26,24,22,11,5,5,4
Flinders Walk - Sandridge Bridge,139,24,14,7,4,3,3,9,18,34,50,67,81,88,94,102,106,107,96,73,61,56,36,29,22
Birrarung Marr - Federation Bridge,136,3,1,1,0,0,5,54,105,379,297,358,354,477,270,353,494,485,279,362,144,60,25,64,80
Boyd Park,140,0,0,0,0,0,0,8,38,78,139,182,225,215,207,206,207,187,168,107,82,30,1,1,0
I-Hub 892 Bourke Street,130,0,0,0,0,0,0,1,6,18,29,36,44,61,57,58,70,42,32,29,24,13,4,2,1
I-Hub Corner of King Street and Latrobe Street,132,105,72,44,33,20,17,26,49,99,190,256,269,274,296,303,279,262,261,255,233,199,176,138,106
Total,,15546,9789,6169,4683,2664,2285,3356,6970,11984,22192,34558,47363,58615,63891,65863,63620,58565,50774,44192,37784,31047,25229,17254,10503
