Sensor,Sensor ID,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm
Southern Cross Station,9,102,28,8,4,7,58,344,1209,2961,1791,665,583,1194,927,744,1085,2292,2749,931,305,148,111,94,71
Victoria Point,10,104,24,4,1,1,7,29,128,251,187,125,144,309,215,145,186,260,268,142,89,60,45,41,46
Waterfront City,11,37,13,3,1,1,3,22,52,58,48,53,65,104,95,64,63,76,99,90,103,108,67,34,17
New Quay,12,128,43,17,6,6,14,74,166,216,187,185,210,351,337,245,245,297,444,466,446,374,275,188,124
Sandridge Bridge,14,58,25,29,21,32,80,203,374,768,427,327,379,453,481,462,551,770,1151,656,402,355,428,385,218
Collins Place (South),17,46,20,9,9,16,73,182,500,1384,896,636,635,1323,1231,726,634,668,962,497,240,192,155,166,66
Collins Place (North),18,8,3,1,0,0,6,57,343,1218,704,419,376,485,477,403,417,590,694,240,72,27,15,14,5
Chinatown-Swanston St (North),19,152,102,54,32,17,15,28,47,114,169,301,530,906,927,866,848,829,982,1125,1078,931,754,459,249
Chinatown-Lt Bourke St (South),20,55,46,25,18,11,15,26,55,120,128,199,347,608,527,420,466,405,545,704,684,564,513,324,126
Bourke St-Russell St (West),21,98,59,30,19,11,14,38,81,168,173,248,396,754,737,554,525,547,668,669,621,517,410,298,176
Flinders St-Elizabeth St (East),22,230,144,61,45,40,97,394,893,1901,1425,1281,1515,2123,2253,2028,2169,2531,3188,2426,1700,1412,1264,936,445
Spencer St-Collins St (South),23,57,30,13,14,9,42,190,531,1259,751,477,513,962,826,545,564,836,1210,613,358,279,226,157,94
Spencer St-Collins St (North),24,147,79,44,32,36,163,517,1208,2365,1571,1109,1127,1514,1499,1372,1712,2492,3005,1684,1000,724,730,587,374
Melbourne Convention Exhibition Centre,25,148,72,25,14,13,45,206,444,760,570,610,724,914,1006,1004,1062,1142,1327,988,513,448,415,312,156
QV Market-Elizabeth St (West),26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QV Market-Peel St,27,25,14,7,7,4,9,24,66,126,116,137,158,197,186,171,154,186,245,302,284,230,174,99,44
The Arts Centre,28,60,40,23,23,25,54,222,449,882,750,824,1022,1306,1458,1207,1357,1426,1505,988,669,351,478,468,152
St Kilda Rd-Alexandra Gardens,29,81,69,24,10,7,33,114,214,279,228,289,391,515,564,530,540,528,651,627,489,344,260,348,195
Lonsdale St (South),30,152,113,59,48,25,36,41,93,196,225,297,430,781,719,580,591,614,735,750,658,586,532,414,301
Lygon St (West),31,21,11,8,9,9,15,20,60,120,140,188,203,309,325,265,252,250,293,337,369,384,325,186,76
Southbank,35,237,168,72,40,29,136,595,1218,2469,1488,1181,1453,2366,2339,1879,1943,2369,3444,2645,1924,1659,1409,1191,563
Queen St (West),36,40,23,9,9,7,20,58,151,406,334,300,362,717,629,433,366,414,561,422,249,214,204,121,69
Lygon St (East),37,21,12,6,6,7,10,13,35,92,95,120,140,242,238,180,159,163,180,101,38,49,88,88,64
Alfred Place,39,6,3,1,1,2,9,33,104,233,216,178,177,427,350,199,164,169,222,138,66,41,35,30,20
Lonsdale St-Spring St (West),40,25,13,6,3,4,17,71,188,588,430,457,504,880,604,458,380,405,477,350,241,159,134,181,48
Grattan St-Swanston St (West),42,12,9,4,2,3,6,31,60,219,236,273,303,464,434,357,351,366,390,271,170,108,88,67,36
Monash Rd-Swanston St (West),43,11,5,3,1,1,5,30,76,222,277,264,286,386,375,336,361,417,506,321,216,131,100,82,39
Tin Alley-Swanston St (West),44,3,1,1,0,0,2,13,42,96,115,117,127,173,159,146,146,153,183,127,71,59,36,33,15
Little Collins St-Swanston St (East),45,138,86,41,34,24,46,93,267,599,578,689,963,1480,1520,1309,1313,1354,1606,1259,1021,896,748,510,238
Flinders La-Swanston St (West),41,259,169,99,79,82,141,387,667,1355,1320,1377,1716,2168,2145,2012,2076,2210,2460,1892,1297,1068,975,769,460
Pelham St (South),46,7,3,2,1,1,4,22,43,145,151,141,144,246,257,175,159,185,201,142,96,69,44,26,16
Melbourne Central-Elizabeth St (East),47,180,158,60,40,39,75,217,390,858,814,881,1157,1636,1802,1598,1649,1845,2182,1660,1222,943,763,542,296
QVM-Queen St (East),48,24,14,7,6,5,12,34,87,176,185,274,329,399,384,334,289,368,790,967,901,687,439,171,50
QVM-Therry St (South),49,111,80,56,43,33,40,77,131,246,287,384,431,607,574,465,442,480,688,869,898,752,559,314,173
Faraday St-Lygon St (West),50,9,6,3,5,5,10,22,51,120,182,226,297,407,397,355,330,325,379,385,337,321,237,120,39
QVM-Franklin St (North),51,34,20,12,11,9,14,27,52,113,116,139,159,231,208,174,166,201,248,259,223,181,137,88,56
Elizabeth St-Lonsdale St (South),52,49,40,24,16,10,16,46,155,423,346,335,448,777,813,709,624,652,765,649,561,434,351,190,107
Collins St (North),53,52,28,11,7,6,16,66,224,580,659,868,1120,1620,1551,1316,1163,1108,1126,699,423,314,330,203,85
Lincoln-Swanston (West),54,45,31,19,10,10,14,29,68,254,237,253,277,362,387,371,396,441,520,423,314,257,210,146,87
Lonsdale St - Elizabeth St (North),56,67,52,29,18,11,22,50,123,274,317,366,430,677,729,582,537,589,744,687,591,513,434,263,134
Bourke St Bridge,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourke St - Spencer St (North),58,125,76,43,18,21,95,266,790,1705,1159,846,908,1187,1196,926,1066,1597,1920,1102,643,475,424,377,302
RMIT Building 80,59,97,68,39,24,18,36,134,283,908,1016,1284,1414,1950,1825,1814,1658,1875,1855,1365,964,705,510,356,200
RMIT Building 14,61,75,59,30,19,15,40,100,269,736,715,805,855,1173,1126,1079,1021,1156,1289,1050,842,625,485,318,161
Elizabeth St-La Trobe St (East),55,36,22,0,0,0,0,0,0,0,58,124,144,198,211,204,227,284,346,356,296,250,206,152,86
La Trobe St (North),62,110,64,48,29,20,30,120,118,211,248,320,342,439,447,439,419,460,503,493,454,388,325,252,155
231 Bourke St,63,48,27,18,11,7,15,61,150,316,313,405,545,956,925,670,651,660,749,569,465,388,288,195,106
Royal Pde - Grattan St,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swanston St - City Square,65,48,25,19,14,15,26,103,314,728,560,517,656,940,893,865,958,1021,1268,803,546,390,311,296,115
State Library- New,66,152,119,55,36,27,39,97,282,697,756,964,1402,2103,2313,2291,2405,2638,2898,2363,1949,1603,1191,668,275
Flinders Ln -Degraves St (South),67,32,20,12,8,7,23,142,300,572,713,712,829,1187,1127,940,956,900,986,758,564,433,315,215,88
Flinders Ln -Degraves St (North),68,3,3,2,0,0,2,20,90,226,294,333,392,628,547,415,372,316,307,241,188,126,81,37,15
Flinders Ln -Degraves St (Crossing),69,4,3,3,2,4,7,28,110,255,272,320,379,509,478,408,350,292,274,142,88,68,48,23,8
Errol Street (East),70,9,4,3,1,2,5,19,64,145,149,185,223,338,320,241,276,286,332,351,341,235,159,171,27
Westwood Place,71,15,8,5,6,16,14,20,44,52,58,53,54,62,44,25,23,33,78,70,29,14,13,12,11
Flinders St- ACMI,72,67,46,16,7,5,29,104,255,756,442,376,444,558,548,510,515,752,1123,721,429,311,245,349,126
Bourke St - Spencer St (South),73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring St- Flinders St (West),75,14,5,1,0,1,9,42,70,127,86,80,86,134,130,104,104,118,158,109,68,36,23,31,9
Macaulay Rd-Bellair St,76,2,0,1,0,0,4,27,63,133,116,101,115,139,119,97,126,123,132,103,66,38,20,12,4
Harbour Esplanade (West) - Pedestrian Path,77,56,27,7,3,4,13,61,180,279,187,152,177,280,250,191,232,288,434,348,312,224,139,97,68
Harbour Esplanade (West) - Bike Path,78,35,14,5,2,1,3,13,54,136,77,68,72,85,89,90,116,162,200,96,52,26,16,29,35
Flinders St (South),79,102,74,45,31,26,62,193,376,920,691,627,739,852,888,848,877,1031,1284,986,627,553,541,529,304
Elizabeth St - Flinders St (East) - New footpath,84,230,144,61,45,40,97,394,893,1901,1425,1281,1515,2123,2253,2028,2169,2531,3188,2426,1700,1412,1264,936,445
Macaulay Rd (North),85,3,1,0,0,1,6,45,87,175,151,133,153,209,148,121,178,148,177,144,90,49,26,18,9
Queensberry St - Errol St (South),86,3,1,1,0,0,2,15,39,76,75,85,98,150,138,97,104,94,114,115,94,72,42,23,9
Errol St (West),87,8,3,2,2,4,6,29,74,161,127,169,180,319,259,181,193,183,203,210,167,115,57,33,18
Flagstaff station (East),88,42,19,8,5,4,10,31,88,238,202,165,176,273,326,205,178,217,307,220,170,144,119,86,43
William St - Little Lonsdale St (West),89,61,30,18,10,10,72,224,704,2129,1101,551,438,669,786,499,501,830,1205,513,308,211,196,131,83
La Trobe St - William St (South),90,73,29,13,7,8,32,109,293,748,452,273,263,425,441,335,400,527,647,374,225,216,175,136,98
114 Flinders St,91,67,36,12,6,4,17,65,188,513,347,267,290,455,443,341,363,480,753,507,312,214,197,288,113
Birrarung Marr East - Batman Ave Bridge Entry,92,5,1,0,0,0,0,6,28,31,15,15,22,51,52,28,26,30,37,25,17,10,1,2,0
474 Flinders St,141,46,35,17,13,15,22,46,99,238,214,232,244,366,352,284,259,275,338,244,193,172,173,160,119
Hamer Hall - River Side,142,11,6,2,1,1,13,134,339,408,312,383,545,961,920,631,556,598,746,674,553,363,145,116,39
Cnr Bourke St and Harbour Esplanade,137,4,0,0,1,0,0,10,59,124,94,49,62,132,96,75,114,164,140,48,27,13,6,7,5
Flinders Walk - Sandridge Bridge,139,12,7,4,1,1,3,26,136,423,150,84,94,136,147,101,107,173,288,133,70,55,46,33,20
Birrarung Marr - Federation Bridge,136,3,2,0,0,0,2,49,161,254,142,102,117,158,149,130,144,229,353,240,138,39,23,92,15
Boyd Park,140,0,0,0,0,0,1,26,102,219,145,131,126,145,139,134,164,183,206,138,90,34,2,1,0
I-Hub 892 Bourke Street,130,2,0,0,0,0,0,4,10,21,35,52,65,109,87,65,59,55,59,44,26,15,5,2,1
510 Elizabeth St,83,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,3,2,5,8,2,3,0,0
I-Hub Corner of King Street and Latrobe Street,132,74,38,19,11,10,16,42,103,240,188,216,214,317,343,254,269,301,392,357,292,248,219,161,111
Total,,5668,3459,1766,1185,1038,2573,8839,21386,48368,37593,35830,43509,64922,64576,55085,56618,65023,78905,58067,41974,33277,27790,21104,10782
