Sensor,Sensor ID,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm
Webb Bridge,8,7,3,2,1,2,15,62,176,312,276,278,312,494,453,382,401,465,484,313,228,164,104,75,44
Southern Cross Station,9,19,10,6,5,7,50,229,628,1600,1023,523,467,913,701,590,779,1186,1288,586,264,144,124,136,81
Victoria Point,10,7,2,1,1,1,5,24,87,161,136,102,127,220,166,129,152,180,184,142,116,77,63,87,43
Waterfront City,11,7,2,1,0,0,3,20,45,58,55,59,71,94,90,75,78,84,109,109,112,127,94,59,34
New Quay,12,31,14,7,4,5,12,61,133,210,205,204,238,325,335,288,325,356,481,602,611,501,423,370,170
Sandridge Bridge,14,71,28,15,11,25,67,172,259,487,362,345,390,434,467,515,576,661,839,686,533,494,602,583,426
Collins Place (South),17,34,15,10,10,19,61,154,349,897,612,486,538,876,859,568,524,518,642,431,308,263,187,251,153
Collins Place (North),18,3,1,1,0,1,5,41,212,782,516,336,337,403,384,350,365,428,398,174,82,29,18,23,13
Chinatown-Swanston St (North),19,189,126,62,38,22,14,27,44,104,173,335,578,953,1028,971,939,942,1160,1392,1458,1365,1217,976,641
Chinatown-Lt Bourke St (South),20,182,136,97,73,52,21,27,47,95,121,212,329,559,560,459,458,434,660,953,1084,990,826,831,562
Bourke St-Russell St (West),21,159,97,56,41,24,16,39,71,135,164,256,404,693,729,611,582,601,718,801,858,807,716,652,488
Flinders St-Elizabeth St (East),22,187,102,54,47,47,89,336,661,1438,1343,1375,1636,2081,2253,2222,2373,2563,2926,2466,1995,1769,1720,1407,943
Spencer St-Collins St (South),23,50,28,15,19,11,39,151,331,767,523,422,465,723,658,498,533,654,773,529,384,301,281,273,176
Spencer St-Collins St (North),24,166,75,50,43,43,155,461,899,1715,1278,1059,1143,1390,1422,1381,1619,1973,2238,1598,1097,814,895,873,637
Melbourne Convention Exhibition Centre,25,67,37,18,10,17,34,139,302,546,619,815,977,1157,1331,1374,1444,1447,1524,1402,1141,979,907,650,412
QV Market-Elizabeth St (West),26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QV Market-Peel St,27,26,15,7,6,5,12,31,66,134,160,192,229,278,280,242,212,180,206,196,156,138,118,91,68
The Arts Centre,28,37,21,16,21,27,49,170,322,675,677,870,1131,1441,1449,1403,1393,1326,1421,1242,1201,640,846,830,303
St Kilda Rd-Alexandra Gardens,29,40,30,17,10,8,28,102,190,285,269,360,467,598,629,667,621,612,705,742,638,548,533,495,300
Lonsdale St (South),30,251,193,115,92,68,46,45,80,152,214,314,429,677,709,652,623,665,834,957,986,945,945,891,723
Lygon St (West),31,31,16,11,12,10,12,19,60,111,141,183,227,317,332,305,287,282,328,434,513,609,623,489,295
Southbank,35,250,103,47,33,34,120,453,856,1685,1344,1305,1599,2243,2287,2125,2275,2596,3384,3192,2751,2469,2279,2169,1504
Queen St (West),36,56,30,23,20,14,23,53,119,290,280,279,328,558,612,382,368,398,511,442,332,298,323,288,259
Lygon St (East),37,31,18,8,7,8,7,11,33,77,91,120,125,174,180,146,133,123,144,118,60,70,176,241,200
Alfred Place,39,10,5,2,3,2,7,26,68,178,181,154,159,320,270,191,156,167,204,145,104,62,57,48,40
Lonsdale St-Spring St (West),40,26,15,9,6,4,15,59,135,378,323,336,388,546,434,370,309,329,431,405,313,219,186,280,112
Grattan St-Swanston St (West),42,14,8,5,3,4,6,29,50,182,201,235,276,372,386,317,313,300,302,197,135,100,87,56,35
Monash Rd-Swanston St (West),43,14,6,4,2,2,5,30,63,182,215,224,259,338,349,304,336,328,358,254,172,121,105,57,35
Tin Alley-Swanston St (West),44,5,2,1,0,0,1,13,34,84,94,109,134,160,154,129,138,134,147,90,62,44,37,21,15
Little Collins St-Swanston St (East),45,140,81,44,38,33,39,88,209,486,546,695,968,1400,1549,1444,1407,1438,1665,1528,1397,1322,1235,1072,633
Flinders La-Swanston St (West),41,208,111,76,71,73,122,341,509,1070,1249,1438,1734,2122,2204,2151,2154,2213,2474,2150,1765,1514,1496,1397,917
Pelham St (South),46,7,4,2,1,1,4,19,36,116,127,124,125,203,213,158,146,159,156,108,79,59,41,29,19
Melbourne Central-Elizabeth St (East),47,189,114,65,50,47,76,197,308,672,778,967,1297,1719,1895,1801,1822,1904,2075,1784,1443,1279,1123,837,599
QVM-Queen St (East),48,30,20,11,8,6,15,59,117,227,298,410,511,647,649,580,507,323,314,297,248,215,184,126,80
QVM-Therry St (South),49,112,88,60,45,35,48,85,153,304,395,560,691,914,894,748,634,471,524,476,415,362,328,263,223
Faraday St-Lygon St (West),50,14,8,5,5,6,7,15,46,117,195,259,343,439,447,416,384,388,442,493,525,512,452,275,120
QVM-Franklin St (North),51,31,20,13,12,10,18,29,51,106,149,184,219,279,268,239,208,188,194,193,171,134,122,94,65
Elizabeth St-Lonsdale St (South),52,92,43,27,18,13,16,40,128,346,311,355,470,743,786,693,677,686,821,780,776,694,611,472,407
Collins St (North),53,57,34,18,12,9,15,55,186,468,662,882,1143,1460,1500,1352,1241,1159,1135,867,622,469,402,355,213
Lincoln-Swanston (West),54,45,34,21,13,12,14,26,54,206,192,236,246,323,359,344,380,398,460,349,292,259,249,184,124
Lonsdale St - Elizabeth St (North),56,76,47,31,19,14,19,42,105,246,310,374,476,661,719,599,596,628,770,770,746,695,638,485,313
Bourke St Bridge,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourke St - Spencer St (North),58,140,71,48,22,24,80,193,520,1195,881,795,892,1077,1135,987,1077,1344,1516,1088,824,565,555,584,420
RMIT Building 80,59,112,71,45,34,23,37,111,212,667,889,1006,1172,1647,1530,1532,1476,1560,1422,1170,927,740,640,500,377
RMIT Building 14,61,88,58,33,24,20,39,93,244,604,642,707,806,1123,1100,1034,1008,1050,1085,935,774,612,542,402,262
Elizabeth St-La Trobe St (East),55,43,28,3,1,1,2,6,8,17,73,131,161,214,234,225,247,265,319,322,270,225,213,169,114
La Trobe St (North),62,116,67,50,31,23,32,116,104,184,231,317,343,428,452,473,432,430,493,495,456,389,356,296,205
231 Bourke St,63,88,52,38,20,12,15,54,117,237,310,416,538,828,859,719,699,706,784,719,664,560,486,470,350
Royal Pde - Grattan St,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swanston St - City Square,65,67,37,22,15,24,29,89,225,551,504,534,691,894,995,989,914,1002,1162,927,781,597,560,575,325
State Library- New,66,159,100,48,32,27,34,78,211,510,639,936,1369,2046,2321,2353,2454,2640,2839,2577,2310,2114,1832,1245,712
Flinders Ln -Degraves St (South),67,49,26,14,11,10,24,127,233,499,719,729,831,1074,1081,961,940,865,938,851,747,738,599,444,286
Flinders Ln -Degraves St (North),68,3,1,1,0,0,2,17,86,205,307,346,396,558,533,438,414,357,309,255,213,179,139,102,64
Flinders Ln -Degraves St (Crossing),69,4,4,2,4,4,8,27,91,245,314,358,407,518,512,445,411,330,304,233,182,118,89,67,42
Errol Street (East),70,7,4,2,2,2,5,19,61,143,158,196,225,325,326,267,291,312,352,405,392,340,218,229,71
Westwood Place,71,13,12,5,4,4,10,25,30,45,62,56,49,55,40,28,28,48,35,28,21,17,14,16,15
Flinders St- ACMI,72,57,34,16,11,11,26,91,170,518,402,382,476,598,603,619,590,720,941,722,564,456,429,536,450
Bourke St - Spencer St (South),73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring St- Flinders St (West),75,3,1,1,0,1,8,37,51,88,74,82,89,114,110,106,99,109,141,132,87,49,29,50,29
Macaulay Rd-Bellair St,76,1,0,0,0,0,3,25,51,136,127,128,134,151,129,98,141,129,140,109,82,47,27,17,11
Harbour Esplanade (West) - Pedestrian Path,77,17,10,5,3,3,10,44,135,238,180,166,197,255,253,223,297,298,363,333,309,211,159,129,76
Harbour Esplanade (West) - Bike Path,78,9,4,1,1,1,2,12,42,95,75,71,80,97,97,107,127,138,127,88,74,45,32,57,23
Flinders St (South),79,136,62,37,34,28,58,162,289,676,644,691,801,914,954,963,956,1033,1261,1129,872,741,795,850,701
Elizabeth St - Flinders St (East) - New footpath,84,187,102,54,47,47,89,336,661,1438,1343,1375,1636,2081,2253,2222,2373,2563,2926,2466,1995,1769,1720,1407,943
Macaulay Rd (North),85,3,0,0,0,1,7,43,78,174,165,160,192,244,180,141,211,162,190,174,122,68,40,33,23
Queensberry St - Errol St (South),86,3,1,1,0,1,3,14,36,76,79,83,93,138,135,105,111,99,111,117,103,83,57,36,17
Errol St (West),87,8,4,3,1,2,8,25,65,151,133,169,190,296,266,199,214,207,222,252,210,163,86,52,40
Flagstaff station (East),88,26,14,8,5,4,10,27,76,189,177,168,186,259,304,211,198,226,277,214,165,139,127,111,78
William St - Little Lonsdale St (West),89,48,24,15,10,12,64,168,451,1440,745,444,403,527,638,439,447,602,764,401,294,212,215,185,135
La Trobe St - William St (South),90,47,22,12,10,9,31,91,229,562,361,234,242,356,370,314,348,425,470,314,222,199,191,183,127
114 Flinders St,91,60,28,14,8,6,17,54,135,348,310,278,309,428,420,386,389,476,644,606,459,338,316,467,377
Birrarung Marr East - Batman Ave Bridge Entry,92,0,0,0,0,0,0,4,23,29,17,22,31,35,40,30,29,33,39,31,21,12,3,2,1
474 Flinders St,141,62,37,26,21,20,22,40,83,184,207,249,265,329,330,287,279,298,334,273,253,223,227,246,246
Hamer Hall - River Side,142,14,7,3,1,2,12,106,274,382,364,474,625,893,887,773,724,756,899,967,881,566,332,272,173
Cnr Bourke St and Harbour Esplanade,137,0,0,0,0,0,0,7,39,75,62,39,53,107,74,59,80,109,84,43,31,16,9,10,5
Flinders Walk - Sandridge Bridge,139,9,4,1,1,1,2,19,82,261,116,82,85,114,131,117,121,152,193,122,85,68,63,52,45
Birrarung Marr - Federation Bridge,136,2,1,0,0,0,3,43,133,197,247,219,196,225,226,229,217,312,443,444,235,90,51,200,102
Boyd Park,140,0,0,0,0,0,1,22,89,196,149,142,146,165,159,154,183,190,195,123,85,33,2,1,1
I-Hub 892 Bourke Street,130,0,0,0,0,0,0,2,12,25,35,44,43,77,73,53,53,53,52,34,22,14,7,3,1
I-Hub Corner of King Street and Latrobe Street,132,58,36,18,12,10,16,42,93,228,213,256,260,358,402,309,288,284,333,311,270,241,229,209,151
Total,,5626,3188,1876,1409,1278,2390,7423,15715,35589,33760,36940,45566,62113,64391,59474,60350,63612,71961,62835,53084,44994,41284,36300,24271
