Sensor,Sensor ID,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm
Chinatown-Swanston St (North),19,406,251,144,83,39,18,16,30,69,159,360,677,1067,1289,1266,1211,1258,1356,1512,1564,1404,1253,1054,718
Chinatown-Lt Bourke St (South),20,345,185,121,90,42,21,20,39,66,112,241,416,605,780,636,575,703,847,1093,1188,1059,895,941,810
Bourke St-Russell St (West),21,357,244,148,106,40,25,31,44,77,139,256,429,606,715,718,726,773,826,889,963,874,773,741,587
Flinders St-Elizabeth St (East),22,479,297,181,123,90,75,144,294,619,1083,1486,1852,2142,2351,2445,2573,2536,2444,2173,1951,1754,1594,1419,958
Spencer St-Collins St (South),23,86,52,33,23,16,28,52,90,183,303,360,379,373,366,360,385,393,402,373,339,292,272,267,198
Spencer St-Collins St (North),24,342,178,97,73,58,79,190,304,514,771,1004,1129,1208,1147,1151,1240,1283,1263,1161,944,788,721,761,724
Melbourne Convention Exhibition Centre,25,177,96,42,25,19,25,84,231,408,752,1157,1384,1570,1753,1860,1926,1870,1724,1677,1075,934,934,865,541
QV Market-Elizabeth St (West),26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QV Market-Peel St,27,40,24,15,13,7,11,29,54,136,218,326,392,419,390,365,323,232,186,174,152,132,112,92,69
The Arts Centre,28,89,37,27,25,17,29,70,92,210,450,865,1289,1810,2205,1831,1981,1922,1531,1223,1241,606,924,857,363
St Kilda Rd-Alexandra Gardens,29,85,48,28,17,11,25,72,161,251,333,464,624,775,883,901,999,985,977,906,894,780,711,711,382
Lonsdale St (South),30,552,431,272,211,141,98,75,82,107,190,311,462,629,766,767,772,840,913,1035,1058,1015,1001,1040,841
Lygon St (West),31,118,42,16,10,11,13,10,33,74,129,196,273,324,374,417,390,387,442,543,680,783,798,639,374
Southbank,35,703,340,139,77,45,69,199,445,798,1238,1592,2050,2419,2616,2756,2961,3209,3474,3655,3494,3211,2823,2661,1807
Queen St (West),36,245,230,181,278,28,17,28,45,96,157,220,247,261,271,271,263,253,266,291,290,280,259,298,326
Lygon St (East),37,91,35,14,10,6,11,8,23,46,83,129,177,222,242,249,239,234,272,191,108,110,259,346,278
Alfred Place,39,19,8,6,4,2,5,11,35,76,123,115,100,104,105,115,110,128,135,128,97,61,63,51,43
Lonsdale St-Spring St (West),40,51,28,16,11,7,13,20,42,86,146,184,263,336,464,277,279,329,345,337,312,229,193,319,133
Grattan St-Swanston St (West),42,18,11,6,5,3,3,9,15,26,40,60,72,94,100,101,101,111,113,98,75,62,61,45,32
Monash Rd-Swanston St (West),43,21,12,5,4,1,3,16,36,42,68,88,107,120,131,126,127,140,137,101,81,60,53,48,32
Tin Alley-Swanston St (West),44,8,5,2,1,0,1,7,21,29,42,54,70,73,82,76,77,85,80,49,37,25,23,21,13
Little Collins St-Swanston St (East),45,377,236,149,96,52,38,57,106,211,429,696,1065,1427,1697,1702,1767,1858,1778,1629,1631,1548,1361,1216,755
Flinders La-Swanston St (West),41,501,317,211,151,106,114,198,240,500,974,1459,1952,2319,2472,2488,2489,2504,2401,2109,1897,1658,1580,1512,1119
Pelham St (South),46,11,6,4,2,1,1,6,16,26,41,64,75,89,95,98,95,93,102,84,71,55,38,29,19
Melbourne Central-Elizabeth St (East),47,351,229,152,105,66,65,89,159,330,668,1046,1496,1819,2065,2149,2146,2064,1941,1725,1554,1291,1031,856,649
QVM-Queen St (East),48,49,29,21,16,11,21,63,111,235,426,661,837,925,921,839,732,505,308,272,245,216,184,122,79
QVM-Therry St (South),49,150,112,84,67,51,57,78,138,267,486,797,1003,1145,1125,1001,906,624,437,436,404,353,301,243,213
Faraday St-Lygon St (West),50,48,16,7,5,5,13,10,24,68,213,326,448,507,531,552,522,506,502,561,613,606,513,317,143
QVM-Franklin St (North),51,41,27,21,17,13,17,23,46,89,155,235,284,328,316,299,263,231,202,210,195,143,115,91,73
Elizabeth St-Lonsdale St (South),52,297,196,107,73,31,20,23,40,98,191,324,489,636,751,760,756,729,756,752,770,675,609,576,483
Collins St (North),53,102,52,31,20,10,12,28,74,209,500,820,1152,1312,1400,1376,1375,1260,965,671,582,458,398,370,256
Lincoln-Swanston (West),54,78,45,30,22,13,10,15,31,51,87,127,156,187,218,231,235,244,260,242,245,228,216,171,114
Lonsdale St - Elizabeth St (North),56,199,150,110,88,66,52,37,65,136,278,423,524,628,724,721,732,706,781,817,820,753,645,515,359
Bourke St Bridge,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourke St - Spencer St (North),58,232,147,99,48,36,48,84,168,350,538,769,929,954,910,897,949,1040,993,929,843,612,518,528,524
RMIT Building 80,59,210,142,93,76,38,31,62,117,191,342,509,649,805,915,928,985,999,976,901,812,641,567,461,369
RMIT Building 14,61,146,87,63,45,26,26,54,97,188,339,483,608,706,782,770,796,810,776,716,667,547,476,374,255
Elizabeth St-La Trobe St (East),55,70,54,2,0,0,0,0,0,0,69,163,215,278,304,323,321,317,315,331,314,260,222,199,146
La Trobe St (North),62,137,94,72,52,41,35,95,61,91,160,276,324,386,432,427,431,412,419,440,418,365,327,276,221
231 Bourke St,63,245,175,125,87,26,15,27,57,109,222,361,531,659,742,760,762,776,742,682,678,597,520,497,397
Royal Pde - Grattan St,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swanston St - City Square,65,174,96,59,39,23,21,45,88,188,339,507,745,975,1160,1111,1194,1351,1256,1026,910,724,624,667,373
State Library- New,66,372,226,117,76,40,31,45,86,200,455,905,1429,2021,2477,2692,2981,3034,2940,2557,2426,2148,1789,1299,791
Flinders Ln -Degraves St (South),67,138,75,42,30,16,17,81,118,293,559,724,809,910,911,915,951,895,880,816,756,660,559,492,325
Flinders Ln -Degraves St (North),68,16,4,1,1,0,1,11,49,126,236,332,389,423,439,435,431,375,291,250,236,193,143,115,73
Flinders Ln -Degraves St (Crossing),69,18,9,5,6,2,4,16,37,126,299,405,457,522,514,490,479,386,286,163,138,123,101,75,45
Errol Street (East),70,17,9,4,2,3,3,8,34,95,192,289,327,316,295,278,272,259,302,367,351,360,201,205,91
Westwood Place,71,11,13,7,7,8,12,10,9,13,17,18,17,15,16,15,17,20,22,21,18,16,14,13,13
Flinders St- ACMI,72,140,62,29,15,12,22,45,66,148,232,335,477,608,638,702,744,852,840,733,713,610,531,595,466
Bourke St - Spencer St (South),73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring St- Flinders St (West),75,8,4,3,2,2,4,14,29,41,62,72,85,95,100,95,105,123,124,125,109,60,24,47,25
Macaulay Rd-Bellair St,76,4,1,1,1,0,1,7,32,61,117,156,154,122,107,90,86,91,85,83,63,40,25,17,11
Harbour Esplanade (West) - Pedestrian Path,77,25,16,10,5,4,5,19,67,121,176,253,292,309,314,305,377,426,345,341,332,239,187,148,137
Harbour Esplanade (West) - Bike Path,78,10,6,4,2,2,2,8,35,66,90,115,126,123,129,120,128,130,95,81,89,42,35,54,54
Flinders St (South),79,360,204,132,95,66,55,99,142,271,474,741,957,1101,1130,1114,1157,1171,1185,1124,1026,904,873,928,719
Elizabeth St - Flinders St (East) - New footpath,84,479,297,181,123,90,75,144,294,619,1083,1486,1852,2142,2351,2445,2573,2536,2444,2173,1951,1754,1594,1419,958
Macaulay Rd (North),85,10,3,1,0,0,2,9,33,84,141,212,251,216,197,170,158,150,150,133,101,63,34,24,23
Queensberry St - Errol St (South),86,6,3,1,1,1,1,5,19,50,86,113,126,125,111,98,93,87,91,96,94,84,52,31,18
Errol St (West),87,16,11,4,3,1,7,9,32,89,180,224,260,266,247,213,180,165,173,196,159,133,78,52,42
Flagstaff station (East),88,42,28,17,12,8,8,17,37,64,109,145,155,177,179,178,175,171,165,150,147,124,108,105,87
William St - Little Lonsdale St (West),89,71,43,27,20,15,22,43,63,118,169,187,205,209,230,226,218,217,217,220,201,173,164,162,136
La Trobe St - William St (South),90,71,42,25,18,13,15,29,46,73,117,137,155,172,179,176,215,213,210,222,219,169,164,157,166
114 Flinders St,91,128,64,31,14,8,15,38,64,120,207,269,328,409,406,422,476,554,579,646,597,455,358,524,420
Birrarung Marr East - Batman Ave Bridge Entry,92,0,0,0,0,0,0,4,10,17,22,24,28,32,33,35,40,51,46,36,31,14,3,4,2
474 Flinders St,141,140,108,85,67,49,35,39,56,109,210,291,330,340,363,364,360,362,341,323,311,294,267,302,300
Hamer Hall - River Side,142,60,28,10,4,3,7,60,211,389,536,631,835,1056,1118,1071,1142,1177,1184,1171,1128,760,426,351,194
Cnr Bourke St and Harbour Esplanade,137,1,0,0,0,0,0,2,6,12,19,24,29,31,32,28,36,47,33,30,30,16,10,9,9
Flinders Walk - Sandridge Bridge,139,21,9,5,4,3,2,8,20,33,52,73,92,104,108,119,127,130,120,99,90,91,81,72,53
Birrarung Marr - Federation Bridge,136,6,1,1,0,0,2,25,97,162,230,276,346,513,450,312,565,880,556,506,299,127,38,152,105
Boyd Park,140,0,0,0,0,0,0,12,52,95,153,186,211,207,182,169,173,175,160,106,86,32,1,1,1
I-Hub 892 Bourke Street,130,0,0,0,0,0,0,1,10,42,50,66,74,74,63,58,68,41,33,26,23,15,7,4,3
I-Hub Corner of King Street and Latrobe Street,132,94,63,40,26,18,15,30,68,121,206,270,280,297,287,280,271,267,277,274,265,231,230,203,188
Total,,12856,7729,4672,3387,1961,1926,3625,6966,13842,24753,37048,49424,59715,65761,65558,68092,68570,65294,60597,56323,47714,42645,39129,27851
