Sensor,Sensor ID,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm
Flinders Ln -Degraves St (Crossing),69,5,1,5,3,1,6,7,42,140,209,378,433,339,356,346,308,194,133,72,53,57,27,18,4
Errol Street (East),70,3,4,1,4,7,4,10,40,109,161,180,190,195,199,143,142,152,213,178,186,163,131,28,12
Westwood Place,71,10,4,7,5,0,1,5,1,7,17,10,14,11,5,12,3,7,11,7,18,2,5,6,1
Flinders St- ACMI,72,75,32,27,9,2,12,22,45,105,146,190,324,317,329,290,265,338,269,214,234,124,117,66,210
Bourke St - Spencer St (South),73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring St- Flinders St (West),75,7,0,0,3,1,1,12,13,23,38,32,47,40,41,61,52,45,60,44,39,36,14,5,8
Macaulay Rd-Bellair St,76,1,4,3,0,3,0,5,26,74,110,73,80,59,50,30,33,33,31,61,56,32,9,6,0
Harbour Esplanade (West) - Pedestrian Path,77,97,19,9,11,3,8,31,102,139,182,157,175,133,89,54,66,56,71,229,282,359,281,144,48
Harbour Esplanade (West) - Bike Path,78,17,5,4,3,1,1,25,50,69,92,91,50,60,53,40,37,34,52,78,72,36,11,9,12
Flinders St (South),79,258,134,75,42,22,29,69,118,195,293,419,543,592,574,478,550,503,566,463,466,361,349,195,138
Elizabeth St - Flinders St (East) - New footpath,84,384,140,85,63,42,41,101,232,453,826,1120,1293,1399,1445,1374,1355,1418,1512,1368,1215,1284,947,552,247
Macaulay Rd (North),85,6,0,0,0,0,2,5,34,91,109,105,114,145,103,84,63,73,87,87,87,59,16,9,3
Queensberry St - Errol St (South),86,5,3,2,1,2,4,9,25,58,41,67,51,76,54,54,48,43,70,39,61,51,33,13,3
Errol St (West),87,5,4,1,6,4,4,22,25,84,114,127,140,190,112,75,76,80,80,94,106,73,34,25,3
Flagstaff station (East),88,44,31,19,12,6,14,14,45,66,131,125,121,110,133,85,61,84,74,103,127,130,85,83,38
William St - Little Lonsdale St (West),89,76,45,17,13,18,16,33,64,120,139,188,139,162,142,161,141,150,110,153,153,126,122,90,52
La Trobe St - William St (South),90,64,37,37,11,8,10,25,39,51,75,96,76,99,69,63,63,100,90,109,121,106,132,87,54
114 Flinders St,91,99,81,28,11,9,11,14,38,81,119,146,218,231,224,221,215,166,170,265,246,187,125,68,241
Birrarung Marr East - Batman Ave Bridge Entry,92,2,12,17,0,0,0,11,26,19,34,40,30,46,10,33,34,28,15,15,6,13,0,1,0
474 Flinders St,141,113,71,52,29,29,13,34,24,71,155,189,184,227,206,236,180,165,167,137,168,174,142,98,68
Hamer Hall - River Side,142,5,3,0,1,0,0,94,262,435,416,556,556,529,561,332,392,378,433,456,483,521,36,11,4
Cnr Bourke St and Harbour Esplanade,137,0,0,1,0,0,0,2,6,14,12,16,41,23,21,23,22,13,15,33,31,23,16,5,1
Flinders Walk - Sandridge Bridge,139,24,13,11,4,6,0,68,33,34,35,58,79,79,93,155,83,42,52,67,52,90,51,25,6
Birrarung Marr - Federation Bridge,136,23,20,3,1,7,7,102,176,159,175,126,102,121,98,95,136,106,98,72,49,45,5,1,0
Boyd Park,140,0,0,0,0,0,0,19,60,83,119,136,131,144,127,138,118,102,146,162,175,93,0,0,0
I-Hub 892 Bourke Street,130,1,2,0,0,0,0,3,12,35,41,39,42,48,34,30,25,27,20,59,40,43,13,3,0
510 Elizabeth St,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
512 Elizabeth St,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514 Elizabeth St,158,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
516 Elizabeth St,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Batman Park,160,221,110,65,54,27,30,66,120,133,231,228,253,275,230,188,222,211,209,283,344,337,233,229,142
City Baths,161,0,0,0,0,0,0,0,0,0,0,92,93,106,89,103,93,133,109,26,0,0,0,0,0
Birrarung Marr – COM Pole 1109,0,7,1,0,6,2,0,44,104,121,102,92,79,67,69,60,53,44,61,88,65,59,0,0,1
I-Hub Corner of King Street and Latrobe Street,132,80,32,32,9,10,16,20,49,77,129,160,158,124,138,139,136,157,139,209,219,232,170,116,79
I-Hub 489 Elizabeth Street,162,128,70,56,33,25,25,56,105,159,260,411,454,467,445,376,337,363,316,349,353,200,195,173,106
I-Hub 526 La Trobe Street,164,35,21,12,5,5,14,48,82,82,137,183,174,176,120,101,144,199,200,245,215,178,131,102,38
475 Spencer Street,165,21,5,2,4,2,5,18,28,35,43,42,34,59,37,48,41,44,46,68,42,45,18,31,16
484 Spencer Street,166,5,3,1,1,1,4,4,9,26,66,86,109,97,103,116,57,58,93,98,103,30,18,10,5
Total,,10117,4659,2669,1814,1293,1488,3313,6363,11049,18028,26182,32280,35573,35188,33449,32582,31611,31326,31166,29230,27003,20018,11807,6772
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Average Hourly Pedestrian Counts for Monday over the past 4 weeks. ,,,,,,,,,,,,,,,,,,,,,,,,,
Sensor,Sensor ID,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm
Bourke Street Mall (North),1,57,24,21,10,7,15,73,127,326,619,984,1551,2240,2622,2480,2357,2330,2369,1942,1365,814,475,237,113
Bourke Street Mall (South),2,54,22,17,12,6,9,43,90,208,412,643,930,1394,1578,1397,1395,1285,1105,815,514,384,252,168,88
Melbourne Central,3,243,114,63,41,35,36,83,139,291,401,566,852,1441,1726,1680,1842,1836,2004,1849,1760,1374,1223,769,425
Town Hall (West),4,279,95,48,33,32,54,129,316,678,1053,1563,2138,2991,3282,3256,3341,3192,3128,2597,1904,1567,1327,867,477
Princes Bridge,5,217,66,30,28,32,61,229,423,811,834,1335,1696,2169,2495,2405,2585,2476,2499,1910,1475,1524,1272,786,430
Flinders Street Station Underpass,6,266,76,44,24,54,128,364,801,2059,1102,971,1116,1491,1553,1556,1718,2164,2926,1921,1461,1268,1257,913,536
Birrarung Marr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webb Bridge,8,6,1,0,0,1,10,95,225,315,254,261,291,444,447,320,370,449,494,330,203,203,77,31,11
Southern Cross Station,9,28,10,7,8,8,32,200,686,1665,932,370,331,785,547,403,732,1507,1630,438,171,113,90,72,29
Victoria Point,10,14,2,2,1,2,7,26,83,132,110,91,99,200,143,94,141,150,164,115,93,70,77,23,13
Waterfront City,11,19,5,2,1,0,6,32,58,58,64,64,73,92,88,74,67,87,121,162,164,272,197,97,37
New Quay,12,43,21,9,4,5,19,77,150,185,177,201,215,254,267,227,253,292,351,471,539,618,537,275,129
Sandridge Bridge,14,86,25,16,12,26,68,149,223,453,259,232,230,365,409,458,475,642,875,583,450,406,403,360,213
Collins Place (South),17,23,13,9,7,21,45,113,323,786,538,427,417,771,800,483,461,456,639,338,208,232,124,105,74
Collins Place (North),18,6,3,2,2,4,7,66,223,693,380,243,237,306,331,253,296,393,680,229,96,58,27,22,16
Chinatown-Swanston St (North),19,148,66,48,16,8,10,34,41,88,164,248,518,910,938,909,874,888,948,1122,1114,926,813,536,268
Chinatown-Lt Bourke St (South),20,62,30,17,11,12,12,17,43,93,116,185,248,432,463,365,333,316,419,550,657,568,438,209,103
Bourke St-Russell St (West),21,112,48,21,14,8,8,30,56,110,135,207,343,605,723,588,591,565,675,571,703,656,466,269,155
Flinders St-Elizabeth St (East),22,207,78,44,34,29,68,344,688,1450,1290,1532,1607,2010,2296,2142,2326,2568,3005,2389,1896,1611,1452,1033,448
Spencer St-Collins St (South),23,62,30,14,12,6,36,101,266,632,365,340,373,635,547,385,389,473,668,376,276,219,190,112,67
Spencer St-Collins St (North),24,154,52,48,31,34,120,348,803,1839,1222,991,1035,1353,1289,1165,1370,1853,2126,1241,676,610,587,436,255
Melbourne Convention Exhibition Centre,25,105,27,14,23,22,33,150,313,464,433,668,821,1004,1210,1258,1284,1299,1343,1163,687,698,681,416,175
QV Market-Elizabeth St (West),26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QV Market-Peel St,27,31,28,9,8,5,9,23,51,122,109,145,150,227,189,196,166,149,191,164,142,109,92,58,54
The Arts Centre,28,55,18,14,26,31,46,232,309,640,693,1131,1581,2010,2115,2014,2215,1750,1434,832,422,307,380,173,102
St Kilda Rd-Alexandra Gardens,29,75,28,9,7,8,21,94,166,261,314,423,558,631,686,684,654,650,717,574,466,411,291,220,174
Lonsdale St (South),30,206,174,91,67,52,55,29,57,142,187,255,379,577,624,570,529,529,587,654,621,539,503,383,258
Lygon St (West),31,45,16,7,5,8,10,20,37,76,96,132,154,243,284,255,271,258,295,345,410,429,382,242,107
Southbank,35,362,113,59,24,35,102,413,894,1877,1424,1505,1691,2221,2333,2185,2281,2564,3344,2783,2467,2531,2168,1465,914
Queen St (West),36,32,19,11,10,5,17,56,109,274,227,277,278,426,369,324,287,292,384,291,191,174,163,103,70
Lygon St (East),37,44,12,4,4,6,4,16,26,68,83,114,136,216,260,213,197,208,166,210,84,15,0,0,63
Alfred Place,39,0,0,0,0,0,0,9,41,82,107,102,81,156,109,93,80,82,87,64,48,27,1,1,1
Lonsdale St-Spring St (West),40,20,6,3,4,3,15,53,121,324,258,247,290,484,412,281,220,238,265,204,157,123,106,70,36
Grattan St-Swanston St (West),42,14,14,2,3,3,3,28,49,136,99,116,103,180,194,131,161,167,207,110,91,81,65,49,28
Monash Rd-Swanston St (West),43,7,6,2,2,0,3,22,42,86,121,70,91,109,156,106,115,191,216,146,109,70,44,38,15
Tin Alley-Swanston St (West),44,2,2,0,0,0,2,14,28,44,79,44,64,60,102,61,66,82,91,80,64,44,22,15,4
Little Collins St-Swanston St (East),45,120,46,33,21,16,28,63,176,388,437,598,787,1176,1323,1258,1188,1196,1202,1012,920,888,734,430,233
Flinders La-Swanston St (West),41,366,114,88,65,69,149,340,627,1458,1582,1968,2315,2836,2990,3057,2998,3113,3195,2498,1851,1511,1478,1137,710
Pelham St (South),46,1,0,0,0,0,0,12,18,52,53,55,44,90,97,64,81,89,94,63,57,55,11,2,2
Melbourne Central-Elizabeth St (East),47,169,81,43,36,36,53,155,269,579,627,782,1061,1382,1606,1604,1633,1699,1779,1408,1131,938,714,471,252
QVM-Queen St (East),48,0,0,0,0,0,0,0,0,0,0,259,300,361,326,309,264,214,241,209,176,141,119,81,0
QVM-Therry St (South),49,83,60,41,42,32,38,54,91,178,181,328,391,452,444,399,364,302,302,331,289,243,208,158,128
Faraday St-Lygon St (West),50,13,5,5,2,5,8,16,42,86,189,248,353,476,549,501,446,410,461,469,423,435,336,133,41
QVM-Franklin St (North),51,37,24,8,12,7,17,29,41,92,114,123,168,176,172,162,157,147,160,164,140,124,95,68,44
Elizabeth St-Lonsdale St (South),52,66,34,18,9,8,18,31,81,229,236,298,389,584,638,591,568,549,618,592,539,402,331,189,115
Collins St (North),53,39,19,10,6,6,7,54,183,431,545,768,1033,1335,1437,1334,1172,1076,968,592,389,321,249,179,82
Lincoln-Swanston (West),54,23,25,11,9,5,7,27,35,86,78,89,95,123,154,141,168,161,210,149,140,132,104,67,45
Lonsdale St - Elizabeth St (North),56,86,36,20,11,12,23,43,83,223,331,402,446,644,663,606,565,594,659,641,620,557,431,276,146
Bourke St Bridge,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourke St - Spencer St (North),58,143,61,45,21,17,70,214,595,1251,791,762,777,1066,978,789,875,1197,1373,805,552,448,418,305,208
RMIT Building 80,59,100,86,34,21,15,21,58,124,230,277,356,390,499,556,606,679,701,857,754,631,527,375,256,173
RMIT Building 14,61,82,58,33,13,15,23,69,164,334,351,374,388,529,546,552,569,620,770,678,563,435,320,229,120
Elizabeth St-La Trobe St (East),55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Trobe St (North),62,66,33,21,17,14,16,56,54,104,147,178,206,273,272,299,295,315,381,375,310,308,246,196,111
231 Bourke St,63,35,10,9,7,1,4,50,123,214,261,396,488,800,836,760,639,679,654,605,544,432,141,104,55
Royal Pde - Grattan St,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swanston St - City Square,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Library- New,66,137,83,49,21,20,30,84,209,402,438,707,1054,1492,1882,1988,2125,2338,2360,2086,1820,1517,1182,666,293
Flinders Ln -Degraves St (South),67,34,15,11,6,5,18,96,233,460,612,701,738,927,1021,925,905,885,866,742,614,507,359,211,75
Flinders Ln -Degraves St (North),68,6,1,5,2,7,6,52,124,285,415,347,445,661,702,676,640,549,470,457,380,356,207,84,17
Flinders Ln -Degraves St (Crossing),69,3,1,8,13,17,10,27,86,257,354,458,474,618,659,568,535,462,361,207,122,115,86,27,8
Errol Street (East),70,3,2,1,1,1,2,17,50,110,134,170,192,275,276,210,240,239,286,239,219,185,151,58,18
Westwood Place,71,5,2,2,2,2,4,13,13,27,33,25,26,36,23,17,14,27,41,33,14,5,3,4,9
Flinders St- ACMI,72,44,12,5,4,5,14,71,168,445,243,256,347,441,508,529,543,705,919,485,306,286,184,214,137
Bourke St - Spencer St (South),73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring St- Flinders St (West),75,9,0,1,0,0,7,41,46,79,73,87,95,125,130,106,89,126,187,151,64,49,22,19,20
Macaulay Rd-Bellair St,76,1,0,0,0,0,3,17,44,67,81,79,83,96,90,78,78,96,109,84,74,52,21,8,4
Harbour Esplanade (West) - Pedestrian Path,77,50,21,5,5,5,15,75,164,174,154,177,151,208,185,147,173,237,318,358,337,417,328,161,78
Harbour Esplanade (West) - Bike Path,78,18,5,2,2,0,2,19,55,96,62,80,83,72,75,77,79,133,201,119,71,56,20,15,9
Flinders St (South),79,153,48,37,31,34,49,148,281,707,664,917,938,919,992,1030,994,1061,1381,1017,662,637,577,488,328
Elizabeth St - Flinders St (East) - New footpath,84,207,78,44,34,29,68,344,688,1450,1290,1532,1607,2010,2296,2142,2326,2568,3005,2389,1896,1611,1452,1033,448
Macaulay Rd (North),85,3,0,1,0,1,6,24,66,101,127,117,121,150,135,115,111,107,150,143,80,59,28,18,6
Queensberry St - Errol St (South),86,4,4,1,1,0,2,16,35,58,53,64,72,100,117,85,87,80,98,88,82,63,44,16,9
Errol St (West),87,6,5,3,1,12,3,16,48,92,122,147,164,265,230,195,149,152,168,155,147,104,53,23,13
Flagstaff station (East),88,38,21,4,8,3,23,34,75,186,145,131,148,191,228,173,167,191,241,214,174,161,128,78,49
William St - Little Lonsdale St (West),89,71,31,21,22,16,59,164,488,1388,575,391,332,517,688,414,465,759,1206,444,299,243,226,153,94
La Trobe St - William St (South),90,41,18,13,10,9,28,76,163,324,194,139,126,195,236,185,216,310,383,221,158,134,144,118,69
114 Flinders St,91,59,23,9,7,5,9,50,145,369,301,313,317,404,400,366,380,505,783,531,305,272,197,255,188
Birrarung Marr East - Batman Ave Bridge Entry,92,1,0,0,0,0,3,23,42,59,75,79,114,138,123,101,81,129,173,151,90,74,20,6,11
474 Flinders St,141,127,36,24,16,24,25,51,76,168,202,275,277,289,331,281,259,287,313,281,196,202,203,203,190
Hamer Hall - River Side,142,4,0,0,0,0,4,166,367,451,410,598,729,1118,1111,962,914,877,1097,1008,892,867,155,22,12
Cnr Bourke St and Harbour Esplanade,137,1,0,0,0,1,2,11,45,61,44,35,47,81,76,42,91,129,118,43,40,31,11,3,5
Flinders Walk - Sandridge Bridge,139,14,3,1,4,3,4,23,100,276,121,115,110,129,148,106,117,185,276,153,112,101,50,47,28
Birrarung Marr - Federation Bridge,136,13,2,1,1,3,6,99,213,326,501,440,335,350,317,318,436,458,1280,533,208,189,60,55,59
Boyd Park,140,0,0,0,0,0,1,38,92,124,99,107,104,106,131,109,137,179,221,220,185,137,1,0,0
I-Hub 892 Bourke Street,130,1,0,0,0,0,0,12,18,32,51,60,59,92,94,69,78,92,81,90,61,65,22,9,2
510 Elizabeth St,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512 Elizabeth St,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514 Elizabeth St,158,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,6,0,0,0
516 Elizabeth St,159,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,16,0,0,35,52,5,0,0
Batman Park,160,126,65,35,27,33,36,109,160,223,256,337,291,312,328,325,340,392,439,412,349,379,309,266,179
City Baths,161,0,0,0,0,0,0,49,80,120,113,117,118,122,103,112,115,143,185,214,155,70,42,8,3
Birrarung Marr – COM Pole 1109,0,27,0,0,0,0,3,104,222,401,988,1802,1290,767,765,722,877,1294,2367,1986,900,1009,264,168,163
I-Hub Corner of King Street and Latrobe Street,132,66,27,19,10,8,16,39,79,126,124,145,149,181,218,211,203,231,272,278,275,245,216,168,81
I-Hub 489 Elizabeth Street,162,89,54,29,20,18,24,69,163,254,297,371,510,683,667,628,609,559,549,548,502,362,256,180,140
I-Hub 526 La Trobe Street,164,32,8,3,2,6,17,65,151,221,181,184,177,176,204,224,246,347,383,320,283,252,177,122,68
475 Spencer Street,165,10,3,1,1,1,7,13,39,58,41,53,59,70,75,66,77,86,104,74,62,68,43,23,10
484 Spencer Street,166,3,3,1,1,2,1,14,22,50,62,69,68,91,99,84,96,109,146,165,154,52,26,13,7
Total,,5919,2507,1442,1028,1036,2060,7252,15763,33430,30492,36292,42260,56647,60837,56429,58095,62488,71614,55554,43282,37938,29764,19776,11183
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Average Hourly Pedestrian Counts for Monday over the past 52 weeks. ,,,,,,,,,,,,,,,,,,,,,,,,,
Sensor,Sensor ID,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm
Bourke Street Mall (North),1,53,33,21,12,10,17,74,154,379,609,965,1471,2188,2395,2119,2062,1963,1945,1456,915,580,354,193,90
Bourke Street Mall (South),2,43,21,17,11,8,13,44,96,258,384,619,916,1425,1525,1235,1152,1059,947,645,380,294,200,116,56
Melbourne Central,3,278,162,84,62,52,66,125,204,476,594,828,1262,1983,2085,2017,2088,2097,2206,2051,1730,1446,1146,715,402
Town Hall (West),4,164,69,44,31,28,48,126,277,660,886,1298,1819,2569,2702,2465,2392,2248,2113,1612,1140,913,746,455,222
Princes Bridge,5,135,54,30,28,29,68,238,560,1096,924,1148,1352,1793,1844,1795,1769,1909,2168,1503,1065,943,875,559,223
Flinders Street Station Underpass,6,179,65,36,27,47,153,435,984,2467,1241,871,1022,1427,1497,1382,1535,2050,3005,1763,1175,995,898,653,352
Birrarung Marr,7,33,8,2,4,9,18,57,103,174,88,72,87,132,132,156,107,121,213,170,143,67,59,68,32
Webb Bridge,8,7,3,4,3,2,13,69,215,363,277,248,290,534,473,333,352,420,498,268,152,126,59,29,24
Southern Cross Station,9,18,8,6,4,7,46,263,935,2262,1264,568,458,958,725,588,876,1789,2135,689,204,105,81,65,38
Victoria Point,10,6,2,1,1,1,6,28,104,194,140,104,117,218,168,116,145,185,184,98,66,47,31,18,18
Waterfront City,11,8,2,2,0,0,3,17,41,53,45,52,59,96,80,62,58,68,93,88,89,89,58,30,13
